PRODUCT_TK,VERSION,DATE_FROM,DATE_TO,PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_DELETED,PRODUCT_MAINCODE,PRODUCT_PART_NUMBER,PRODUCT_TYPE,PRODUCT_UNIT_COST,PRODUCT_CURRENCY_ID,PRODUCT_UNIT_PRICE,PRODUCT_URL,PRODUCT_IMAGE,PRODUCT_CATEGORY_ID,PRODUCT_CATEGORY_NAME,PRODUCT_CATEGORY_DESCRIPTION,PRODUCT_CATEGORY_DELETED
119,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,119,Faux Products Extra Moisture Shampoo,Not Set,No,35068821310,35068821310,Not Set,2.052,N/A,2.28,Not Set,Not Set,79,Bathroom Products,Not Set,0
120,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,120,Faux Products Angled Toothbrush,Not Set,No,14647908806,14647908806,Not Set,2.034,N/A,2.26,Not Set,Not Set,88,Bathroom Products,Not Set,0
121,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,121,Faux Products Apricot Shampoo,Not Set,No,64272477030,64272477030,Not Set,2.682,N/A,2.98,Not Set,Not Set,79,Bathroom Products,Not Set,0
122,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,122,Faux Products Childrens Aspirin,Not Set,No,36991460919,36991460919,Not Set,1.791,N/A,1.99,Not Set,Not Set,70,Pain Relievers,Not Set,0
123,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,123,Faux Products Buffered Aspirin,Not Set,No,31951665282,31951665282,Not Set,3.456,N/A,3.84,Not Set,Not Set,70,Pain Relievers,Not Set,0
124,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,124,Faux Products 200 MG Ibuprofen,Not Set,No,52691374421,52691374421,Not Set,1.089,N/A,1.21,Not Set,Not Set,71,Pain Relievers,Not Set,0
125,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,125,Faux Products 200 MG Acetominifen,Not Set,No,16889345049,16889345049,Not Set,2.088,N/A,2.32,Not Set,Not Set,72,Pain Relievers,Not Set,0
126,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,126,Faux Products HCL Nasal Spray,Not Set,No,18083861470,18083861470,Not Set,1.449,N/A,1.61,Not Set,Not Set,73,Decongestants,Not Set,0
127,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,127,Faux Products Dishwasher Detergent,Not Set,No,41519598364,41519598364,Not Set,1.566,N/A,1.74,Not Set,Not Set,73,Decongestants,Not Set,0
128,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,128,Faux Products Multi-Symptom Cold Remedy,Not Set,No,78049750924,78049750924,Not Set,0.477,N/A,0.53,Not Set,Not Set,75,Cold Remedies,Not Set,0
129,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,129,Faux Products Childrens Cold Remedy,Not Set,No,94625384211,94625384211,Not Set,1.395,N/A,1.55,Not Set,Not Set,75,Cold Remedies,Not Set,0
130,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,130,Faux Products Laundry Detergent,Not Set,No,10393303036,10393303036,Not Set,2.007,N/A,2.23,Not Set,Not Set,74,Bathroom Products,Not Set,0
131,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,131,Faux Products Mint Mouthwash,Not Set,No,62304572463,62304572463,Not Set,2.16,N/A,2.4,Not Set,Not Set,74,Bathroom Products,Not Set,0
132,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,132,Denny 60 Watt Lightbulb,Not Set,No,37310257554,37310257554,Not Set,1.728,N/A,1.92,Not Set,Not Set,80,Electrical,Not Set,0
133,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,133,Denny Plastic Forks,Not Set,No,90229007601,90229007601,Not Set,0.63,N/A,0.7,Not Set,Not Set,56,Plastic Products,Not Set,0
134,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,134,Denny Plastic Spoons,Not Set,No,34472458958,34472458958,Not Set,2.187,N/A,2.43,Not Set,Not Set,56,Plastic Products,Not Set,0
135,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,135,Denny Plastic Knives,Not Set,No,24859260916,24859260916,Not Set,3.501,N/A,3.89,Not Set,Not Set,56,Plastic Products,Not Set,0
136,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,136,Denny C-Size Batteries,Not Set,No,94438348412,94438348412,Not Set,3.483,N/A,3.87,Not Set,Not Set,101,Electrical,Not Set,0
137,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,137,Denny 100 Watt Lightbulb,Not Set,No,54062916636,54062916636,Not Set,3.33,N/A,3.7,Not Set,Not Set,80,Electrical,Not Set,0
138,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,138,Denny AAA-Size Batteries,Not Set,No,26781900525,26781900525,Not Set,2.43,N/A,2.7,Not Set,Not Set,101,Electrical,Not Set,0
139,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,139,Denny Paper Plates,Not Set,No,21742104887,21742104887,Not Set,1.611,N/A,1.79,Not Set,Not Set,55,Paper Products,Not Set,0
140,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,140,Denny Paper Cups,Not Set,No,53698855042,53698855042,Not Set,1.638,N/A,1.82,Not Set,Not Set,55,Paper Products,Not Set,0
141,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,141,Denny 75 Watt Lightbulb,Not Set,No,96679784655,96679784655,Not Set,3.537,N/A,3.93,Not Set,Not Set,80,Electrical,Not Set,0
142,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,142,Denny Toilet Bowl Cleaner,Not Set,No,97874301075,97874301075,Not Set,2.088,N/A,2.32,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
143,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,143,Denny Counter Cleaner,Not Set,No,31310037970,31310037970,Not Set,2.214,N/A,2.46,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
144,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,144,Denny Glass Cleaner,Not Set,No,67840190529,67840190529,Not Set,0.459,N/A,0.51,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
145,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,145,Denny 25 Watt Lightbulb,Not Set,No,84415823817,84415823817,Not Set,2.043,N/A,2.27,Not Set,Not Set,80,Electrical,Not Set,0
146,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,146,Denny AA-Size Batteries,Not Set,No,90183742642,90183742642,Not Set,3.447,N/A,3.83,Not Set,Not Set,101,Electrical,Not Set,0
147,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,147,Denny D-Size Batteries,Not Set,No,52095012068,52095012068,Not Set,0.576,N/A,0.64,Not Set,Not Set,101,Electrical,Not Set,0
148,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,148,Denny Paper Towels,Not Set,No,27100697159,27100697159,Not Set,3.555,N/A,3.95,Not Set,Not Set,18,Paper Products,Not Set,0
149,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,149,Denny Soft Napkins,Not Set,No,48249732851,48249732851,Not Set,2.241,N/A,2.49,Not Set,Not Set,18,Paper Products,Not Set,0
150,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,150,Denny Scented Tissue,Not Set,No,45905964970,45905964970,Not Set,3.105,N/A,3.45,Not Set,Not Set,18,Paper Products,Not Set,0
151,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,151,Denny Toilet Paper,Not Set,No,36292766928,36292766928,Not Set,2.619,N/A,2.91,Not Set,Not Set,18,Paper Products,Not Set,0
152,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,152,Denny Tissues,Not Set,No,15871854424,15871854424,Not Set,2.601,N/A,2.89,Not Set,Not Set,18,Paper Products,Not Set,0
153,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,153,Denny Scented Toilet Tissue,Not Set,No,96475121378,96475121378,Not Set,2.448,N/A,2.72,Not Set,Not Set,18,Paper Products,Not Set,0
154,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,154,Denny Room Freshener,Not Set,No,69194105267,69194105267,Not Set,1.764,N/A,1.96,Not Set,Not Set,20,Cleaning Supplies,Not Set,0
155,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,155,Denny Frying Pan,Not Set,No,64154309630,64154309630,Not Set,3.429,N/A,3.81,Not Set,Not Set,40,Kitchen Products,Not Set,0
156,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,156,Denny Copper Cleaner,Not Set,No,96111059784,96111059784,Not Set,0.495,N/A,0.55,Not Set,Not Set,87,Kitchen Products,Not Set,0
157,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,157,Denny Bees Wax Candles,Not Set,No,60309030413,60309030413,Not Set,2.655,N/A,2.95,Not Set,Not Set,47,Candles,Not Set,0
158,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,158,Denny Silver Cleaner,Not Set,No,37601416707,37601416707,Not Set,1.422,N/A,1.58,Not Set,Not Set,87,Kitchen Products,Not Set,0
159,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,159,Denny Copper Pot Scrubber,Not Set,No,84939283728,84939283728,Not Set,1.539,N/A,1.71,Not Set,Not Set,86,Kitchen Products,Not Set,0
160,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,160,Denny Economy Toilet Brush,Not Set,No,31469436287,31469436287,Not Set,1.917,N/A,2.13,Not Set,Not Set,85,Bathroom Products,Not Set,0
161,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,161,Denny Scissors,Not Set,No,24142939448,24142939448,Not Set,1.368,N/A,1.52,Not Set,Not Set,41,Hardware,Not Set,0
162,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,162,Denny Large Sponge,Not Set,No,18693817257,18693817257,Not Set,2.565,N/A,2.85,Not Set,Not Set,42,Kitchen Products,Not Set,0
163,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,163,Denny Screw Driver,Not Set,No,94507216811,94507216811,Not Set,2.142,N/A,2.38,Not Set,Not Set,41,Hardware,Not Set,0
164,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,164,Ship Shape Extra Lean Hamburger,Not Set,No,69512901902,69512901902,Not Set,2.673,N/A,2.97,Not Set,Not Set,65,Meat,Not Set,0
165,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,165,Ship Shape Seasoned Hamburger,Not Set,No,90661937594,90661937594,Not Set,1.575,N/A,1.75,Not Set,Not Set,65,Meat,Not Set,0
166,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,166,Robust Monthly Sports Magazine,Not Set,No,11003258824,11003258824,Not Set,2.223,N/A,2.47,Not Set,Not Set,104,Magazines,Not Set,0
167,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,167,Robust Monthly Auto Magazine,Not Set,No,91390060782,91390060782,Not Set,0.54,N/A,0.6,Not Set,Not Set,108,Magazines,Not Set,0
168,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,168,Robust Monthly Computer Magazine,Not Set,No,94871278405,94871278405,Not Set,1.134,N/A,1.26,Not Set,Not Set,107,Magazines,Not Set,0
169,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,169,Robust Monthly Home Magazine,Not Set,No,54495846629,54495846629,Not Set,1.782,N/A,1.98,Not Set,Not Set,105,Magazines,Not Set,0
170,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,170,Robust Monthly Fashion Magazine,Not Set,No,57929857373,57929857373,Not Set,2.88,N/A,3.2,Not Set,Not Set,106,Magazines,Not Set,0
171,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,171,High Top Summer Squash,Not Set,No,76792191863,76792191863,Not Set,2.655,N/A,2.95,Not Set,Not Set,61,Vegetables,Not Set,0
172,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,172,High Top Corn on the Cob,Not Set,No,18748942017,18748942017,Not Set,2.988,N/A,3.32,Not Set,Not Set,61,Vegetables,Not Set,0
173,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,173,High Top Asparagus,Not Set,No,72946912646,72946912646,Not Set,1.287,N/A,1.43,Not Set,Not Set,61,Vegetables,Not Set,0
174,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,174,High Top Sweet Peas,Not Set,No,50239298939,50239298939,Not Set,1.539,N/A,1.71,Not Set,Not Set,61,Vegetables,Not Set,0
175,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,175,High Top New Potatos,Not Set,No,97577165961,97577165961,Not Set,3.465,N/A,3.85,Not Set,Not Set,61,Vegetables,Not Set,0
176,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,176,High Top Beets,Not Set,No,44107318520,44107318520,Not Set,2.043,N/A,2.27,Not Set,Not Set,61,Vegetables,Not Set,0
177,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,177,High Top Prepared Salad,Not Set,No,36780821681,36780821681,Not Set,1.494,N/A,1.66,Not Set,Not Set,61,Vegetables,Not Set,0
178,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,178,High Top Onions,Not Set,No,42548740506,42548740506,Not Set,1.197,N/A,1.33,Not Set,Not Set,61,Vegetables,Not Set,0
179,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,179,High Top Green Pepper,Not Set,No,83242968916,83242968916,Not Set,2.475,N/A,2.75,Not Set,Not Set,61,Vegetables,Not Set,0
180,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,180,High Top Shitake Mushrooms,Not Set,No,34346523880,34346523880,Not Set,0.621,N/A,0.69,Not Set,Not Set,61,Vegetables,Not Set,0
181,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,181,High Top Lettuce,Not Set,No,79397689700,79397689700,Not Set,0.837,N/A,0.93,Not Set,Not Set,61,Vegetables,Not Set,0
182,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,182,High Top Elephant Garlic,Not Set,No,89739010930,89739010930,Not Set,1.656,N/A,1.84,Not Set,Not Set,61,Vegetables,Not Set,0
183,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,183,High Top Red Pepper,Not Set,No,80125812888,80125812888,Not Set,2.169,N/A,2.41,Not Set,Not Set,61,Vegetables,Not Set,0
184,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,184,High Top Garlic,Not Set,No,83607030510,83607030510,Not Set,3.06,N/A,3.4,Not Set,Not Set,61,Vegetables,Not Set,0
185,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,185,High Top Potatos,Not Set,No,43231598734,43231598734,Not Set,0.513,N/A,0.57,Not Set,Not Set,61,Vegetables,Not Set,0
186,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,186,High Top Cauliflower,Not Set,No,82048452496,82048452496,Not Set,2.007,N/A,2.23,Not Set,Not Set,61,Vegetables,Not Set,0
187,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,187,High Top Tomatos,Not Set,No,10910786986,10910786986,Not Set,1.188,N/A,1.32,Not Set,Not Set,61,Vegetables,Not Set,0
188,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,188,High Top Mushrooms,Not Set,No,18965407013,18965407013,Not Set,2.322,N/A,2.58,Not Set,Not Set,61,Vegetables,Not Set,0
189,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,189,High Top Baby Onion,Not Set,No,61946336627,61946336627,Not Set,3.105,N/A,3.45,Not Set,Not Set,61,Vegetables,Not Set,0
190,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,190,High Top Dried Mushrooms,Not Set,No,39238722920,39238722920,Not Set,3.366,N/A,3.74,Not Set,Not Set,61,Vegetables,Not Set,0
191,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,191,High Top Fresh Lima Beans,Not Set,No,86576589941,86576589941,Not Set,2.583,N/A,2.87,Not Set,Not Set,61,Vegetables,Not Set,0
192,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,192,High Top Squash,Not Set,No,33106742501,33106742501,Not Set,1.368,N/A,1.52,Not Set,Not Set,61,Vegetables,Not Set,0
193,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,193,High Top Limes,Not Set,No,25780245661,25780245661,Not Set,3.312,N/A,3.68,Not Set,Not Set,99,Fruit,Not Set,0
194,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,194,High Top Firm Tofu,Not Set,No,31548164486,31548164486,Not Set,3.024,N/A,3.36,Not Set,Not Set,67,Packaged Vegetables,Not Set,0
195,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,195,High Top Almonds,Not Set,No,83459433913,83459433913,Not Set,1.593,N/A,1.77,Not Set,Not Set,1,Specialty,Not Set,0
196,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,196,High Top Macintosh Apples,Not Set,No,58465119004,58465119004,Not Set,2.223,N/A,2.47,Not Set,Not Set,99,Fruit,Not Set,0
197,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,197,High Top Golden Delcious Apples,Not Set,No,79614154696,79614154696,Not Set,2.619,N/A,2.91,Not Set,Not Set,99,Fruit,Not Set,0
198,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,198,High Top Red Delcious Apples,Not Set,No,78738434910,78738434910,Not Set,0.828,N/A,0.92,Not Set,Not Set,99,Fruit,Not Set,0
199,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,199,High Top Lemons,Not Set,No,69125236868,69125236868,Not Set,1.503,N/A,1.67,Not Set,Not Set,99,Fruit,Not Set,0
200,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,200,High Top Fancy Plums,Not Set,No,72606454491,72606454491,Not Set,2.385,N/A,2.65,Not Set,Not Set,99,Fruit,Not Set,0
201,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,201,High Top Plums,Not Set,No,32231022715,32231022715,Not Set,2.025,N/A,2.25,Not Set,Not Set,99,Fruit,Not Set,0
202,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,202,High Top Peaches,Not Set,No,71047876477,71047876477,Not Set,1.341,N/A,1.49,Not Set,Not Set,99,Fruit,Not Set,0
203,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,203,High Top Broccoli,Not Set,No,89910210967,89910210967,Not Set,0.567,N/A,0.63,Not Set,Not Set,61,Vegetables,Not Set,0
204,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,204,High Top Mandarin Oranges,Not Set,No,97964830994,97964830994,Not Set,1.44,N/A,1.6,Not Set,Not Set,99,Fruit,Not Set,0
205,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,205,High Top Mixed Nuts,Not Set,No,86064931750,86064931750,Not Set,2.439,N/A,2.71,Not Set,Not Set,1,Specialty,Not Set,0
206,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,206,High Top Canned Peanuts,Not Set,No,50672228932,50672228932,Not Set,1.899,N/A,2.11,Not Set,Not Set,1,Specialty,Not Set,0
207,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,207,High Top Sweet Onion,Not Set,No,98010095953,98010095953,Not Set,1.116,N/A,1.24,Not Set,Not Set,61,Vegetables,Not Set,0
208,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,208,High Top Cantelope,Not Set,No,44540248513,44540248513,Not Set,2.223,N/A,2.47,Not Set,Not Set,99,Fruit,Not Set,0
209,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,209,High Top Honey Dew,Not Set,No,37213751673,37213751673,Not Set,1.683,N/A,1.87,Not Set,Not Set,99,Fruit,Not Set,0
210,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,210,High Top Fuji Apples,Not Set,No,42981670498,42981670498,Not Set,1.386,N/A,1.54,Not Set,Not Set,99,Fruit,Not Set,0
211,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,211,High Top Walnuts,Not Set,No,94892939925,94892939925,Not Set,2.448,N/A,2.72,Not Set,Not Set,1,Specialty,Not Set,0
212,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,212,High Top Oranges,Not Set,No,69898625016,69898625016,Not Set,1.494,N/A,1.66,Not Set,Not Set,99,Fruit,Not Set,0
213,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,213,High Top Tangerines,Not Set,No,91047660708,91047660708,Not Set,0.504,N/A,0.56,Not Set,Not Set,99,Fruit,Not Set,0
214,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,214,High Top Party Nuts,Not Set,No,35291112065,35291112065,Not Set,2.538,N/A,2.82,Not Set,Not Set,1,Specialty,Not Set,0
215,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,215,Tip Top Lox,Not Set,No,80295071005,80295071005,Not Set,0.711,N/A,0.79,Not Set,Not Set,24,Seafood,Not Set,0
216,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,216,Tip Top Scallops,Not Set,No,83776288628,83776288628,Not Set,3.24,N/A,3.6,Not Set,Not Set,2,Seafood,Not Set,0
217,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,217,Best Choice Low Fat Cookies,Not Set,No,19498726725,19498726725,Not Set,0.612,N/A,0.68,Not Set,Not Set,45,Snack Foods,Not Set,0
218,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,218,Best Choice BBQ Potato Chips,Not Set,No,82217710614,82217710614,Not Set,3.096,N/A,3.44,Not Set,Not Set,12,Snack Foods,Not Set,0
219,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,219,Best Choice Corn Chips,Not Set,No,11080045104,11080045104,Not Set,2.268,N/A,2.52,Not Set,Not Set,12,Snack Foods,Not Set,0
220,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,220,Best Choice Low Fat BBQ Chips,Not Set,No,19134665131,19134665131,Not Set,2.295,N/A,2.55,Not Set,Not Set,12,Snack Foods,Not Set,0
221,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,221,Best Choice Sugar Cookies,Not Set,No,97234765887,97234765887,Not Set,3.294,N/A,3.66,Not Set,Not Set,45,Snack Foods,Not Set,0
222,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,222,Best Choice Chocolate Chip Cookies,Not Set,No,74527152180,74527152180,Not Set,3.555,N/A,3.95,Not Set,Not Set,45,Snack Foods,Not Set,0
223,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,223,Best Choice Fudge Cookies,Not Set,No,97962889075,97962889075,Not Set,2.871,N/A,3.19,Not Set,Not Set,45,Snack Foods,Not Set,0
224,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,224,Best Choice Fudge Brownies,Not Set,No,33276000618,33276000618,Not Set,1.557,N/A,1.73,Not Set,Not Set,45,Snack Foods,Not Set,0
225,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,225,Best Choice Potato Chips,Not Set,No,25949503779,25949503779,Not Set,3.501,N/A,3.89,Not Set,Not Set,12,Snack Foods,Not Set,0
226,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,226,Best Choice Lemon Cookies,Not Set,No,31717422604,31717422604,Not Set,0.684,N/A,0.76,Not Set,Not Set,45,Snack Foods,Not Set,0
227,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,227,Best Choice Graham Crackers,Not Set,No,83628692030,83628692030,Not Set,1.782,N/A,1.98,Not Set,Not Set,45,Snack Foods,Not Set,0
228,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,228,Best Choice Cheese Crackers,Not Set,No,58634377121,58634377121,Not Set,0.738,N/A,0.82,Not Set,Not Set,82,Snack Foods,Not Set,0
229,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,229,Best Choice Buttered Popcorn,Not Set,No,79783412814,79783412814,Not Set,2.007,N/A,2.23,Not Set,Not Set,54,Snack Foods,Not Set,0
230,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,230,Best Choice No Salt Popcorn,Not Set,No,24026864171,24026864171,Not Set,1.071,N/A,1.19,Not Set,Not Set,54,Snack Foods,Not Set,0
231,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,231,Best Choice Low Fat Popcorn,Not Set,No,14413666129,14413666129,Not Set,2.385,N/A,2.65,Not Set,Not Set,54,Snack Foods,Not Set,0
232,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,232,Best Choice Salsa Dip,Not Set,No,17894883751,17894883751,Not Set,2.367,N/A,2.63,Not Set,Not Set,83,Snack Foods,Not Set,0
233,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,233,Best Choice Avocado Dip,Not Set,No,98498150706,98498150706,Not Set,2.214,N/A,2.46,Not Set,Not Set,83,Snack Foods,Not Set,0
